onset dev,offset dev
0.010000000000001563,-0.03999999999999915
0.004999999999999005,-0.05999999999999872
0.010000000000001563,0.0
0.0,-0.030000000000001137
0.0,-0.22000000000000242
0.0,-0.014999999999997016
-0.014999999999997016,-0.054999999999999716
0.015000000000000568,0.010000000000001563
0.010000000000001563,0.00999999999999801
0.00999999999999801,-0.15500000000000114
0.015000000000000568,-0.030000000000001137
0.0,-0.125
-0.015000000000000568,-0.03499999999999659
-0.015000000000000568,-0.03499999999999659
-0.010000000000005116,-0.0049999999999954525
-0.0049999999999954525,0.005000000000002558
0.005000000000002558,0.32500000000000284
0.005000000000002558,0.2949999999999946
-0.015000000000000568,-0.240000000000002
-0.00999999999999801,-0.030000000000001137
-0.015000000000000568,-0.015000000000000568
-0.015000000000000568,-0.07000000000000028
-0.00999999999999801,-0.020000000000003126
-0.00999999999999801,-0.060000000000002274
-0.015000000000000568,-0.045000000000001705
0.0,-0.05000000000000426
0.010000000000005116,0.33500000000000796
-0.009999999999990905,-0.030000000000001137
-0.005000000000009663,0.3049999999999926
0.0049999999999954525,-0.1799999999999926
-0.015000000000000568,-0.03499999999999659
-0.009999999999990905,-0.03999999999999204
-0.01999999999999602,-0.05999999999998806
-0.010000000000005116,-0.4000000000000057
0.01999999999999602,-0.05000000000001137
-0.015000000000000568,0.029999999999986926
-0.01999999999999602,0.0
