onset dev,offset dev
0.019739228999999803,0.2615646260000002
-0.00691609999999887,-0.015884353999999767
-0.015884353999999767,-0.6751700679999999
-0.018310659999999146,0.021746029999999195
0.015034009999999043,-0.48607709999999926
-0.0033560099999991877,0.028015869999999055
-0.002528350000000401,0.03141723000000063
0.011360540000000086,-0.4564059000000018
0.019705209999999695,0.0058276600000013445
0.0030272100000026114,0.004115649999999249
0.0058276600000013445,-0.181258500000002
0.004115649999999249,0.002086169999998333
-0.005714290000000233,-0.36908163000000016
0.002086169999998333,-0.052018139999997715
-0.016281180000000006,-0.047392290000001225
-0.007448979999999494,-0.03404761999999906
-7.937000000168837e-05,-0.018446710000002753
-0.011734690000000825,-0.003390020000001215
-0.018446710000002753,-0.007845809999999176
-0.003390020000001215,0.012210880000001367
-0.007845809999999176,-0.017244899999997898
0.012210880000001367,0.039580499999999574
-0.017244899999997898,0.012981860000000012
0.017925169999998047,-0.01373016000000149
0.012981860000000012,-0.002698410000000706
-0.01373016000000149,-0.009897959999999983
-0.002698410000000706,0.002902490000000313
-0.009897959999999983,-0.014784580000000602
0.002902490000000313,0.031247170000000324
-0.014784580000000602,-0.008095240000002946
-0.018151930000001926,-0.24597505999999925
-0.008095240000002946,0.024138320000002267
-0.017063490000001735,0.01680272000000116
-0.010918369999998845,0.016371879999997674
-0.008741499999995739,0.021916100000002103
0.01680272000000116,-0.007482989999999745
0.016371879999997674,-0.02968253999999959
0.0014852600000025973,0.017687070000000915
-0.007482989999999745,0.010975059999999814
0.005374150000001521,-0.008480730000002268
0.017687070000000915,0.02157595999999984
0.010975059999999814,0.011689340000000215
-0.008480730000002268,0.27723356000000265
0.00840136000000058,-0.030646260000001035
0.011689340000000215,0.014467119999999056
-0.003934239999999534,0.0350113400000005
-0.010589570000000492,0.03335600999999855
0.014467119999999056,0.0
0.010555560000000241,0.0
-1.1340000000359396e-05,0.0
0.009591839999998797,0.0
