 onsets, offsets
0.085,0.185
0.185,3.745
3.745,4.425
4.425,5.375
5.375,5.615
5.615,6.11
6.11,6.84
6.84,7.07
7.07,7.305
7.305,7.75
7.75,7.995
7.995,8.25
8.25,9.15
9.15,9.38
9.38,9.84
9.84,10.525
10.525,10.79
10.79,11.03
11.03,11.24
11.24,11.99
11.99,12.92
12.92,13.11
13.11,13.595
13.595,14.285
14.285,14.555
14.555,14.785
14.785,15.01
15.01,15.255
15.255,15.49
15.49,15.725
15.725,16.635
16.635,16.865
16.865,17.135
17.135,17.37
17.37,17.615
17.615,17.865
17.865,18.28
18.28,18.52
18.52,18.635
18.635,19.22
19.22,19.46
19.46,19.715
19.715,19.9
19.9,20.165
20.165,20.385
20.385,20.625
20.625,20.865
20.865,21.105
21.105,21.34
21.34,21.585
21.585,21.795
21.795,22.055
22.055,22.505
22.505,22.725
22.725,22.945
22.945,23.21
23.21,23.435
23.435,23.68
23.68,23.88
23.88,24.18
24.18,24.595
24.595,24.83
24.83,25.075
25.075,25.325
25.325,25.785
25.785,26.045
26.045,26.31
26.31,26.745
26.745,27.01
27.01,27.22
27.22,27.465
27.465,27.655
27.655,27.9
27.9,28.11
28.11,28.37
28.37,28.6
28.6,28.84
28.84,29.06
29.06,29.315
29.315,29.505
29.505,29.755
29.755,30.26
30.26,30.465
30.465,30.685
30.685,30.93
30.93,31.18
31.18,31.44
31.44,31.655
31.655,31.91
31.91,32.13
32.13,32.365
32.365,32.595
32.595,32.825
32.825,33.245
33.245,33.495
33.495,33.745
33.745,34.23
34.23,34.47
