 onsets, offsets
0.01,0.15
0.15,1.8
1.8,3.755
3.755,4.425
4.425,5.34
5.34,5.56
5.56,6.03
6.03,6.79
6.79,7.025
7.025,7.255
7.255,7.425
7.425,7.74
7.74,7.985
7.985,8.205
8.205,9.1
9.1,9.39
9.39,9.825
9.825,10.545
10.545,10.76
10.76,11.005
11.005,11.225
11.225,11.93
11.93,12.9
12.9,13.125
13.125,13.56
13.56,14.29
14.29,14.515
14.515,14.755
14.755,15.21
15.21,15.445
15.445,15.685
15.685,16.625
16.625,17.115
17.115,17.365
17.365,17.565
17.565,17.82
17.82,18.235
18.235,18.465
18.465,18.785
18.785,19.2
19.2,19.455
19.455,19.665
19.665,19.88
19.88,20.105
20.105,20.36
20.36,20.595
20.595,20.84
20.84,21.065
21.065,21.33
21.33,21.54
21.54,21.775
21.775,22.01
22.01,22.25
22.25,22.73
22.73,22.94
22.94,23.375
23.375,23.67
23.67,23.895
23.895,24.125
24.125,24.355
24.355,24.565
24.565,24.815
24.815,25.065
25.065,25.755
25.755,26.0
26.0,26.255
26.255,26.715
26.715,26.965
26.965,27.165
27.165,27.42
27.42,27.675
27.675,27.91
27.91,28.125
28.125,28.355
28.355,28.56
28.56,28.765
28.765,29.0
29.0,29.25
29.25,29.495
29.495,29.715
29.715,29.98
29.98,30.21
30.21,30.445
30.445,30.685
30.685,30.9
30.9,31.15
31.15,31.395
31.395,31.6
31.6,31.83
31.83,32.06
32.06,32.305
32.305,32.77
32.77,33.23
33.23,33.51
33.51,33.725
33.725,34.2
34.2,34.44
