 onsets, offsets
0.015,0.14
0.14,3.74
3.74,4.135
4.135,4.44
4.44,5.38
5.38,5.615
5.615,6.095
6.095,6.805
6.805,7.02
7.02,7.285
7.285,7.5
7.5,7.745
7.745,7.97
7.97,8.205
8.205,8.36
8.36,9.155
9.155,9.365
9.365,9.725
9.725,9.85
9.85,10.51
10.51,10.985
10.985,11.235
11.235,11.935
11.935,12.2
12.2,12.71
12.71,12.88
12.88,13.105
13.105,13.575
13.575,14.245
14.245,14.53
14.53,14.73
14.73,14.95
14.95,15.21
15.21,15.53
15.53,15.67
15.67,16.465
16.465,16.775
16.775,17.05
17.05,17.32
17.32,17.55
17.55,17.775
17.775,18.225
18.225,18.45
18.45,18.73
18.73,18.985
18.985,19.175
19.175,19.445
19.445,19.675
19.675,19.885
19.885,20.16
20.16,20.365
20.365,20.545
20.545,20.83
20.83,21.05
21.05,21.31
21.31,21.515
21.515,21.77
21.77,21.995
21.995,22.235
22.235,22.48
22.48,22.695
22.695,22.92
22.92,23.16
23.16,23.405
23.405,23.62
23.62,23.87
23.87,24.115
24.115,24.35
24.35,24.575
24.575,24.795
24.795,25.035
25.035,25.285
25.285,25.755
25.755,26.025
26.025,26.37
26.37,26.955
26.955,27.18
27.18,27.415
27.415,27.875
27.875,28.1
28.1,28.33
28.33,28.535
28.535,28.81
28.81,29.005
29.005,29.26
29.26,29.47
29.47,29.725
29.725,30.195
30.195,30.41
30.41,30.63
30.63,30.88
30.88,31.105
31.105,31.375
31.375,31.565
31.565,31.825
31.825,32.045
32.045,32.295
32.295,32.52
32.52,32.74
32.74,33.18
33.18,33.46
33.46,33.705
33.705,34.175
34.175,34.405
