 onsets, offsets
0.01,0.19
0.19,15.565
15.565,17.995
17.995,19.845
19.845,20.125
20.125,20.46
20.46,22.555
22.555,22.89
22.89,25.38
25.38,27.475
27.475,27.82
27.82,29.93
29.93,30.26
30.26,32.355
32.355,32.69
32.69,35.1
35.1,37.58
37.58,40.015
40.015,42.475
42.475,44.935
44.935,45.59
45.59,45.845
45.845,46.79
46.79,47.11
47.11,47.39
47.39,47.7
47.7,48.005
48.005,48.615
48.615,48.925
48.925,49.215
49.215,49.835
49.835,50.49
50.49,50.745
50.745,51.715
51.715,52.305
52.305,52.595
52.595,52.88
52.88,53.165
53.165,53.46
53.46,53.76
53.76,54.075
54.075,54.39
54.39,54.69
54.69,55.33
55.33,55.61
55.61,56.56
56.56,56.88
56.88,57.175
57.175,57.485
57.485,57.785
57.785,58.085
58.085,58.41
58.41,58.73
58.73,59.025
59.025,59.32
59.32,59.625
59.625,60.27
60.27,60.515
60.515,61.48
61.48,62.06
62.06,62.39
62.39,62.685
62.685,62.985
62.985,63.28
63.28,63.59
63.59,63.88
63.88,71.9
71.9,74.3
74.3,76.79
76.79,79.825
79.825,80.435
80.435,80.75
80.75,81.065
81.065,81.35
81.35,81.655
81.655,81.95
81.95,82.245
82.245,82.57
82.57,82.87
