onset dev
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
-1.1339999996806682e-05
0.0
0.0
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
-1.1340000000359396e-05
1.1340000000359396e-05
0.0
0.0
1.1339999993253969e-05
1.1340000000359396e-05
0.0
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
0.0
0.0
0.0
1.1340000000359396e-05
1.1339999993253969e-05
1.1340000000359396e-05
0.0
0.0
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
1.1339999993253969e-05
0.0
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
0.0
-1.1340000000359396e-05
1.1339999986148541e-05
-1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
0.0
0.0
0.0
0.0
1.1340000000359396e-05
0.0
onset dev
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
-1.1339999996806682e-05
0.0
0.0
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
-1.1340000000359396e-05
1.1340000000359396e-05
0.0
0.0
1.1339999993253969e-05
1.1340000000359396e-05
0.0
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
0.0
0.0
0.0
1.1340000000359396e-05
1.1339999993253969e-05
1.1340000000359396e-05
0.0
0.0
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
1.1339999993253969e-05
0.0
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
0.0
-1.1340000000359396e-05
1.1339999986148541e-05
-1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
0.0
0.0
0.0
0.0
1.1340000000359396e-05
0.0
onset dev
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
-1.1339999996806682e-05
0.0
0.0
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
-1.1340000000359396e-05
1.1340000000359396e-05
0.0
0.0
1.1339999993253969e-05
1.1340000000359396e-05
0.0
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
0.0
0.0
0.0
1.1340000000359396e-05
1.1339999993253969e-05
1.1340000000359396e-05
0.0
0.0
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
1.1339999993253969e-05
0.0
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
0.0
0.0
-1.1340000000359396e-05
1.1339999986148541e-05
-1.1340000000359396e-05
1.1340000000359396e-05
1.1340000000359396e-05
0.0
0.0
1.1340000000359396e-05
0.0
1.1340000000359396e-05
1.1340000000359396e-05
0.0
0.0
0.0
0.0
1.1340000000359396e-05
0.0
