 onsets, offsets
0.02,0.13
0.13,15.145
15.145,15.36
15.36,15.58
15.58,16.445
16.445,16.84
16.84,17.745
17.745,18.045
18.045,19.63
19.63,19.745
19.745,19.86
19.86,20.05
20.05,20.155
20.155,20.345
20.345,20.48
20.48,20.835
20.835,22.205
22.205,22.495
22.495,22.61
22.61,22.9
22.9,23.2
23.2,23.345
23.345,24.42
24.42,24.695
24.695,25.095
25.095,25.22
25.22,25.38
25.38,26.26
26.26,27.525
27.525,27.83
27.83,28.61
28.61,29.22
29.22,29.97
29.97,30.295
30.295,31.02
31.02,32.11
32.11,32.38
32.38,32.71
32.71,33.69
33.69,33.855
33.855,34.005
34.005,34.3
34.3,34.83
34.83,35.165
35.165,35.705
35.705,35.81
35.81,36.04
36.04,36.38
36.38,36.84
36.84,37.61
37.61,37.71
37.71,38.39
38.39,39.155
39.155,39.32
39.32,40.065
40.065,42.515
42.515,43.015
43.015,43.15
43.15,43.63
43.63,43.83
43.83,44.125
44.125,44.25
44.25,44.525
44.525,44.665
44.665,44.945
44.945,45.655
45.655,45.88
45.88,46.08
46.08,46.825
46.825,47.135
47.135,47.395
47.395,47.725
47.725,47.995
47.995,48.215
48.215,48.335
48.335,48.66
48.66,48.95
48.95,49.155
49.155,49.255
49.255,49.565
49.565,49.765
49.765,49.885
49.885,50.77
50.77,50.975
50.975,51.135
51.135,51.655
51.655,51.985
51.985,52.295
52.295,52.395
52.395,52.57
52.57,52.805
52.805,52.94
52.94,53.175
53.175,53.51
53.51,53.77
53.77,54.155
54.155,54.435
54.435,54.735
54.735,55.555
55.555,55.69
55.69,56.205
56.205,56.425
56.425,56.56
56.56,56.73
56.73,56.91
56.91,57.2
57.2,57.48
57.48,57.825
57.825,57.965
57.965,58.095
58.095,58.44
58.44,58.74
58.74,59.025
59.025,59.32
59.32,59.44
59.44,59.665
59.665,60.045
60.045,60.22
60.22,60.585
60.585,60.925
60.925,61.44
61.44,61.54
61.54,61.785
61.785,62.115
62.115,62.42
62.42,62.72
62.72,63.005
63.005,63.255
63.255,63.355
63.355,63.645
63.645,63.99
63.99,64.1
64.1,64.235
64.235,64.57
64.57,65.0
65.0,65.17
65.17,65.775
65.775,66.04
66.04,66.57
66.57,66.71
66.71,67.025
67.025,68.545
68.545,69.445
69.445,71.125
71.125,71.23
71.23,71.565
71.565,71.89
71.89,72.055
72.055,73.405
73.405,73.72
73.72,74.095
74.095,74.335
74.335,74.68
74.68,76.52
76.52,76.67
76.67,76.8
76.8,76.925
76.925,78.595
78.595,78.74
78.74,78.945
78.945,79.15
79.15,79.275
79.275,79.565
79.565,79.85
79.85,80.135
80.135,80.465
80.465,80.78
80.78,81.095
81.095,81.375
81.375,81.68
81.68,82.04
82.04,82.16
82.16,82.325
82.325,82.605
82.605,82.915
82.915,83.22
83.22,83.515
83.515,83.805
