 onsets, offsets
0.01,0.18
0.18,15.305
15.305,17.435
17.435,17.735
17.735,19.89
19.89,20.195
20.195,20.605
20.605,21.46
21.46,22.29
22.29,22.635
22.635,24.79
24.79,25.125
25.125,27.195
27.195,27.54
27.54,29.67
29.67,29.95
29.95,32.045
32.045,32.395
32.395,34.86
34.86,37.28
37.28,39.745
39.745,42.18
42.18,43.695
43.695,44.625
44.625,45.565
45.565,46.475
46.475,46.785
46.785,47.125
47.125,47.405
47.405,47.715
47.715,47.985
47.985,48.325
48.325,48.6
48.6,48.935
48.935,49.22
49.22,49.55
49.55,50.435
50.435,51.365
51.365,51.67
51.67,51.965
51.965,52.24
52.24,52.595
52.595,52.735
52.735,52.89
52.89,53.21
53.21,53.465
53.465,53.865
53.865,54.135
54.135,54.41
54.41,54.955
54.955,55.33
55.33,56.255
56.255,56.545
56.545,56.885
56.885,57.19
57.19,57.495
57.495,57.775
57.775,58.075
58.075,58.365
58.365,58.695
58.695,59.0
59.0,59.335
59.335,60.19
60.19,60.625
60.625,61.085
61.085,61.445
61.445,61.72
61.72,62.07
62.07,62.405
62.405,62.675
62.675,63.025
63.025,63.23
63.23,63.505
63.505,64.245
64.245,66.31
66.31,66.685
66.685,68.18
68.18,69.065
69.065,71.2
71.2,71.57
71.57,73.99
73.99,76.085
76.085,76.425
76.425,76.545
76.545,78.955
78.955,79.25
79.25,79.55
79.55,79.82
79.82,80.14
80.14,80.43
80.43,80.745
80.745,81.035
81.035,81.355
81.355,81.65
81.65,81.98
81.98,82.14
82.14,82.28
82.28,82.56
82.56,82.83
82.83,83.83
