 onsets, offsets
5.027120181405896,5.224489795918367
5.317369614512471,5.828208616780046
5.921088435374149,6.130068027210885
6.176507936507937,6.327437641723356
6.443537414965986,6.664126984126984
6.710566893424036,6.9543764172335605
6.977596371882086,7.48843537414966
7.546485260770975,7.825124716553288
7.848344671201814,8.010884353741497
8.092154195011338,8.277913832199546
8.370793650793651,8.533333333333333
8.649433106575964,8.858412698412698
8.916462585034013,9.102222222222222
9.183492063492064,9.682721088435374
9.787210884353742,10.054240362811791
10.065850340136054,10.216780045351474
10.32126984126984,10.495419501133787
10.565079365079365,10.611519274376418
10.62312925170068,10.669569160997732
10.681179138321996,10.704399092970522
10.85532879818594,11.075918367346938
11.145578231292516,11.319727891156463
11.42421768707483,11.900226757369614
12.004716553287983,12.248526077097505
12.283356009070294,12.469115646258503
12.550385487528345,12.736145124716554
12.829024943310658,12.956734693877552
13.003174603174603,13.014784580498866
13.10766439909297,13.305034013605443
13.374693877551021,13.537233560090703
13.618503401360543,14.106122448979592
14.222222222222221,14.663401360544217
14.767891156462586,14.953650793650795
15.046530612244897,15.09297052154195
15.104580498866213,15.209070294784581
15.32517006802721,15.522539682539682
15.592199546485261,15.766349206349206
15.8940589569161,16.35845804988662
16.451337868480724,16.70675736961451
16.718367346938777,16.91573696145125
17.00861678004535,17.19437641723356
17.2756462585034,17.31047619047619
17.345306122448978,17.426575963718822
17.449795918367347,17.46140589569161
17.542675736961453,17.77487528344671
17.821315192743764,17.99546485260771
18.07673469387755,18.297324263038547
18.3437641723356,18.36698412698413
18.37859410430839,18.5643537414966
18.599183673469387,18.622403628117915
18.657233560090702,18.84299319727891
18.92426303854875,19.14485260770975
19.202902494331067,19.423492063492063
19.748571428571427,19.957551020408165
20.038820861678005,20.236190476190476
20.28263038548753,20.793469387755103
20.874739229024943,21.095328798185943
21.153378684807254,21.373968253968254
21.43201814058957,21.66421768707483
22.00090702947846,22.186666666666667
22.291156462585032,22.488526077097507
22.569795918367348,23.022585034013606
23.103854875283446,23.312834467120183
23.324444444444445,23.370884353741495
23.417324263038548,23.591473922902495
