27.505,,,27.50403628,27.68979592
27.76,,,27.75945578,27.96843537
28.06,,,28.06131519,28.31673469
28.615,,,28.60698413,28.79274376
28.885,,,28.88562358,29.0829932
29.16,,,29.16426304,29.32680272
29.435,,,29.43129252,29.62866213
29.72,,,29.72154195,29.90730159
29.99,,,29.98857143,30.18594104
30.265,,,30.25560091,30.49941043
30.85,,,30.84770975,31.02185941
31.1,,,31.10312925,31.31210884
31.385,,,31.38176871,31.5907483
31.67,,,31.67201814,31.85777778
31.95,,,31.9506576,32.14802721
32.21,,,32.21768707,32.40344671
32.495,,,32.49632653,32.69369615
32.78,,,32.77496599,33.00716553
33.065,,,33.06521542,33.23936508
33.32,,,33.32063492,33.52961451
33.615,,,33.61088435,33.79664399
33.9,,,33.90113379,34.07528345
34.18,,,34.17977324,34.36553288
34.44,,,34.43519274,34.63256236
34.725,,,34.72544218,34.91120181
34.99,,,34.99247166,35.18984127
35.285,,,35.28272109,35.49170068
35.54,,,35.53814059,35.77034014
35.83,,,35.82839002,36.02575964
36.12,energy,,36.11863946,37.14031746
37.25,energy,,37.24480726,37.9878458
38.045,energy,,38.04589569,38.28970522
38.34,energy,,38.33614512,39.45070295
39.465,energy,,39.46231293,40.25179138
40.29,energy,,40.28662132,40.56526077
40.58,energy,,40.57687075,41.59854875
41.65,energy,,41.64498866,42.75954649
42.52,energy,,42.80598639,44.6984127
42.805,energy,,44.72163265,46.06839002
43.9,energy,,46.12643991,46.90430839
44.74,energy,,46.93913832,47.19455782
45.01,energy,,47.21777778,49.14503401
46.13,energy,,49.17986395,50.49179138
46.94,energy,,50.57306122,51.0955102
47.22,energy,,51.13034014,51.93142857
48.32,energy,,51.95464853,52.21006803
49.18,energy,,,
49.46,energy,,,
50.57,energy,,,
51.135,energy,,,
51.425,energy,,,
51.69,energy,,,
51.96,energy,,,
52.245,,,52.24489796,52.48870748
52.52,,,52.51192744,52.76734694
52.79,,,52.79056689,53.03437642
53.065,,,53.06920635,53.3014059
53.335,,,53.32462585,53.66131519
53.91,,,53.90512472,54.13732426
54.185,,,54.18376417,54.41596372
54.465,,,54.46240363,54.65977324
54.73,,,54.72943311,54.95002268
55.015,,,55.00807256,55.22866213
55.285,,,55.27510204,55.49569161
55.57,,,55.56535147,55.77433107
55.855,,,55.85560091,56.36643991
56.135,,,56.41287982,56.63346939
56.415,,,56.6799093,56.90049887
56.68,,,56.97015873,57.17913832
56.965,,,57.24879819,57.49260771
57.25,,,57.52743764,57.72480726
57.525,,,57.8060771,57.99183673
57.81,,,58.07310658,58.58394558
58.075,,,58.63038549,58.85097506
58.345,,,58.90902494,59.09478458
58.635,,,59.17605442,59.38503401
58.905,,,59.46630385,59.67528345
59.175,,,59.73333333,59.94231293
59.465,,,60.01197279,60.2093424
59.735,,,60.29061224,60.51120181
60.015,,,60.55764172,60.77823129
60.295,,,60.84789116,61.06848073
60.565,,,61.11492063,61.31229025
60.85,,,61.39356009,61.60253968
61.12,,,61.67219955,61.88117914
61.4,,,61.93922902,62.15981859
61.67,,,62.22947846,62.43845805
61.945,,,62.49650794,62.69387755
62.225,,,62.76353741,62.98412698
62.5,,,63.05378685,63.27437642
62.77,,,63.3324263,63.5414059
63.055,,,63.59945578,63.87809524
63.33,,,64.15673469,64.36571429
63.605,,,64.4585941,64.64435374
64.155,,,64.71401361,64.9229932
64.455,,,65.00426304,65.23646259
64.72,,,65.29451247,65.50349206
65.005,,,65.56154195,65.75891156
65.3,,,65.84018141,66.10721088
65.565,,,66.38585034,66.59482993
65.845,,,66.6644898,66.87346939
66.385,,,66.96634921,67.19854875
66.67,,,67.23337868,67.44235828
66.965,,,67.52362812,67.74421769
67.24,,,67.76743764,67.97641723
67.52,,,68.05768707,68.26666667
67.77,,,68.33632653,68.54530612
68.055,,,68.61496599,68.82394558
68.335,,,68.88199546,69.07936508
68.62,,,69.18385488,69.38122449
68.875,,,69.45088435,69.67147392
69.18,,,69.72952381,69.97333333
69.45,,,69.99655329,70.20553288
69.735,,,70.27519274,70.49578231
69.995,,,70.56544218,70.79764172
70.285,,,70.84408163,71.05306122
70.565,,,71.11111111,71.33170068
70.85,,,71.37814059,71.5755102
71.12,,,71.65678005,71.90058957
71.385,,,71.95863946,72.16761905
71.665,,,72.22566893,72.4462585
71.955,,,72.50430839,72.78294785
72.225,,,73.03836735,73.27056689
72.505,,,73.34022676,73.53759637
73.04,,,73.60725624,73.80462585
73.345,,,73.88589569,74.12970522
73.61,,,74.17614512,74.38512472
73.895,,,74.4431746,74.6521542
74.18,,,74.72181406,75.00045351
74.45,,,75.26748299,75.47646259
74.725,,,75.54612245,75.74349206
75.28,,,75.84798186,76.06857143
75.55,,,76.11501134,76.33560091
75.845,,,76.41687075,76.62585034
76.12,,,76.66068027,76.85804989
76.41,,,76.95092971,77.1599093
76.665,,,77.21795918,77.4153288
76.95,,,77.50820862,77.71718821
77.22,,,77.7752381,77.98421769
77.515,,,78.05387755,78.2860771
77.775,,,78.32090703,78.5414966
78.06,,,78.63437642,78.85496599
78.325,,,78.91301587,79.08716553
78.635,,,79.16843537,79.37741497
78.91,,,79.44707483,79.64444444
79.175,,,79.74893424,79.94630385
79.445,,,80.00435374,80.21333333
79.75,,,80.2829932,80.49197279
80.01,,,80.55002268,80.74739229
80.285,,,80.84027211,81.06086168
80.55,,,81.09569161,81.3046712
80.84,,,81.39755102,81.59492063
81.1,,,81.6645805,81.90839002
81.395,,,81.96643991,82.16380952
81.665,,,82.23346939,82.41922902
81.96,,,82.50049887,82.72108844
82.235,,,82.77913832,82.98811791
82.505,,,83.05777778,83.28997732
82.78,,,83.32480726,83.54539683
83.06,,,83.61505669,83.8124263
83.325,,,83.89369615,84.10267574
83.615,,,84.16072562,84.35809524
83.895,,,84.43936508,84.63673469
84.165,,,84.71800454,84.9385941
84.44,,,84.99664399,85.19401361
84.72,,,85.27528345,85.49587302
84.99,,,85.56553288,85.73968254
85.27,,,85.83256236,86.04154195
85.565,,,86.11120181,86.30857143
85.835,,,86.38984127,86.59882086
86.11,,,86.66848073,86.84263039
86.395,,,86.9355102,87.13287982
86.67,,,87.21414966,87.41151927
86.93,,,87.50439909,87.72498866
87.22,,,87.78303855,87.98040816
87.51,,,88.061678,88.25904762
87.78,,,88.34031746,88.56090703
88.06,,,88.63056689,88.82793651
88.34,,,88.89759637,89.09496599
88.635,,,89.15301587,89.3968254
88.9,,,89.42004535,89.64063492
89.155,,,89.71029478,89.95410431
89.425,,,90.00054422,90.19791383
89.715,,,90.27918367,90.47655329
90,,,90.54621315,90.7784127
90.28,,,90.84807256,91.0338322
90.55,,,91.11510204,91.31247166
90.845,,,91.3937415,91.61433107
91.11,,,91.67238095,91.88136054
91.395,,,91.93941043,92.18321995
91.675,,,92.22965986,92.42702948
91.945,,,92.49668934,92.69405896
92.225,,,92.78693878,93.01913832
92.505,,,93.07718821,93.27455782
92.785,,,93.33260771,93.52997732
93.08,,,93.59963719,93.84344671
93.335,,,93.87827664,94.08725624
93.605,,,94.16852608,94.38911565
93.88,,,94.43555556,94.63292517
94.165,,,94.72580499,94.9231746
94.435,,,95.00444444,95.21342404
94.73,,,95.29469388,95.49206349
95,,,95.55011338,95.75909297
95.295,,,95.81714286,96.02612245
95.55,,,96.08417234,96.72272109
95.82,,,,
96.085,,,,
