onset dev,offset dev
-0.011609976891156393,-0.023219954596372716
-4.603180059348233e-10,0.011609977414964945
0.011609977321995757,-0.011609978299320645
0.011609976993196547,0.011609972607711683
-0.011609976956915347,-0.023219952222220286
-3.922897562347316e-10,0.011609979410433624
0.011609977145123906,1.020406870111401e-09
-3.7414871201235655e-10,-0.8549999999999969
0.011609980884353277,0.259999999999998
0.011609974444445115,-0.8250000000000028
-4.421767840767643e-09,-0.011609981564625116
0.011609979818596017,0.0232199582086281
0.011609978707483037,-0.01160997795918206
0.011609974489797281,-1.8141577129426878e-10
0.011609973378684302,-0.02321995437641533
0.011609981836734562,0.0
-0.011609978571428314,0.0
0.011609978095240336,0.0
-0.01160998231292254,0.0
-0.011609977641725777,0.0
-0.0116099745124707,0.0
-0.0116099802721088,0.0
-1.3832206491315446e-09,0.0
4.421771393481322e-09,0.0
2.8798190498946497e-09,0.0
0.01160998222222176,0.0
0.011609978004536003,0.0
3.832198558484379e-09,0.0
7.483009767383919e-10,0.0
0.011609977437643693,0.0
5.895692822832643e-10,0.0
-4.988649493498087e-10,0.0
0.01160998108844069,0.0
0.011609972653062073,0.0
-0.00999999999999801,0.0
0.0,0.0
-0.00999999999999801,0.0
0.01160997544217679,0.0
-0.01160997340136305,0.0
-0.011609981383223555,0.0
4.875282400007563e-09,0.0
3.33333360913457e-09,0.0
0.011609973786846695,0.0
0.011609973809520113,0.0
-0.011609972380952627,0.0
3.854879082609841e-09,0.0
-4.557819011097308e-09,0.0
-4.081627480445604e-09,0.0
0.011609979047619845,0.0
6.122462536950479e-10,0.0
-0.011609972471660512,0.0
0.011609975306129172,0.0
-0.011609976213151185,0.0
-0.011609977755099976,0.0
-0.011609979954641858,0.0
4.716554258266115e-09,0.0
-0.01160997836734623,0.0
0.011609972539687874,0.0
3.6734775221702876e-09,0.0
0.011609978344679917,0.0
-0.011609980045363955,0.0
0.011609976190470661,0.0
-0.01160998108844069,0.0
0.011609972448979988,0.0
4.058961167174857e-09,0.0
2.97050917197339e-09,0.0
-0.011609978571428314,0.0
-0.011609975850333853,0.0
0.01160997925170193,0.0
0.011609972925171519,0.0
