 onsets, offsets
5.00390022675737,5.758548752834467
5.839818594104308,6.048798185941043
6.106848072562358,6.606077097505669
6.6525170068027215,6.861496598639456
6.942766439909297,7.395555555555555
7.511655328798186,7.964444444444444
8.045714285714286,8.243083900226758
8.312743764172335,8.510113378684807
8.533333333333333,8.544943310657596
8.591383219954649,8.823582766439909
8.893242630385487,9.102222222222222
9.160272108843538,10.181950113378685
10.27482993197279,10.47219954648526
10.541859410430838,10.762448979591836
10.85532879818594,11.04108843537415
11.122358276643991,11.3081179138322
11.377777777777778,11.842176870748299
11.865396825396825,11.877006802721088
11.969886621315192,12.422675736961452
12.503945578231292,12.689705215419501
12.770975056689343,12.979954648526077
13.049614512471654,13.25859410430839
13.339863945578232,13.502403628117914
13.606893424036281,14.05968253968254
14.094512471655328,14.106122448979592
14.140952380952381,14.651791383219955
14.70984126984127,14.930430839002268
15.000090702947846,15.197460317460317
15.267120181405895,15.499319727891157
15.557369614512472,15.74312925170068
15.81278911564626,16.265578231292515
16.39328798185941,16.880907029478458
16.950566893424035,17.171156462585035
17.22920634920635,17.438185941043084
17.519455782312924,17.728435374149658
17.786485260770974,17.972244897959182
18.04190476190476,18.285714285714285
18.308934240362813,18.819773242630387
18.889433106575964,19.11002267573696
19.168072562358276,19.4118820861678
19.725351473922903,19.934331065759636
20.003990929705214,20.201360544217685
20.305850340136054,20.793469387755103
20.816689342403627,21.652607709750566
21.687437641723356,21.745487528344672
21.78031746031746,21.826757369614512
21.873197278911565,21.884807256235828
21.908027210884352,21.91963718820862
21.942857142857143,22.16344671201814
22.19827664399093,22.96453514739229
23.057414965986396,23.301224489795917
23.324444444444445,23.521814058956917
23.61469387755102,23.83528344671202
23.870113378684806,24.079092970521543
24.171972789115646,24.38095238095238
24.439002267573695,24.624761904761904
24.706031746031748,25.170430839002268
25.2865306122449,25.75092970521542
25.808979591836735,26.041179138321997
26.087619047619047,26.31981859410431
26.36625850340136,26.59845804988662
26.691337868480726,26.865487528344673
26.923537414965985,27.109297052154194
27.12090702947846,27.16734693877551
27.190566893424037,27.38793650793651
27.39954648526077,27.457596371882087
27.492426303854874,27.759455782312926
27.794285714285714,27.991655328798185
28.061315192743763,28.305124716553287
28.35156462585034,28.363174603174603
28.421224489795918,28.43283446712018
28.595374149659865,28.81596371882086
28.862403628117914,29.082993197278913
29.129433106575963,29.61705215419501
29.72154195011338,29.95374149659864
30.011791383219954,30.243990929705216
30.29043083900227,30.53424036281179
30.812879818594105,30.998639455782314
31.114739229024945,31.834557823129252
31.915827664399092,32.182857142857145
32.19446712018141,32.391836734693875
32.496326530612244,32.74013605442177
32.76335600907029,32.97233560090703
33.065215419501136,33.274195011337866
33.34385487528345,33.541224489795916
33.599274376417235,34.07528344671202
34.11011337868481,34.13333333333333
34.17977324263038,34.644172335600906
34.72544217687075,34.94603174603174
35.00408163265306,35.49170068027211
35.54975056689342,35.781950113378684
35.81678004535147,36.08380952380952
44.75,46.165
46.165,46.945
46.945,47.225
47.225,48.33
48.33,49.17
49.17,50.57
50.57,51.1
51.1,51.345
51.345,51.465
51.465,51.955
52.511927437641724,53.057596371882084
53.08081632653061,54.102494331065756
54.17215419501134,54.39274376417234
54.4043537414966,54.659773242630386
54.72943310657596,54.95002267573696
55.031292517006804,55.193832199546485
55.27510204081633,55.49569160997732
55.55374149659864,55.77433106575964
55.80916099773243,56.296780045351476
56.36643990929705,56.59863945578231
56.64507936507937,56.830839002267574
56.93532879818594,57.15591836734694
57.23718820861678,57.3881179138322
57.51582766439909,57.713197278911565
57.79446712018141,58.00344671201814
58.049886621315196,58.51428571428571
58.61877551020408,59.083174603174605
59.15283446712018,59.37342403628118
59.44308390022676,59.64045351473923
59.686893424036285,59.91909297052154
60.011972789115646,60.19773242630386
60.25578231292517,60.70857142857143
60.720181405895694,60.73179138321996
60.74340136054422,60.766621315192744
60.778231292517006,61.312290249433104
61.40517006802721,61.63736961451247
61.67219954648526,61.83473922902494
61.85795918367347,61.881179138322
61.916009070294784,62.20625850340136
62.252698412698415,62.461678004535145
62.519727891156464,63.227936507936505
63.344036281179136,63.55301587301587
63.622675736961455,63.86648526077097
64.21478458049887,64.37732426303855
64.43537414965986,64.60952380952381
64.72562358276645,65.23646258503402
65.28290249433107,65.52671201814059
65.5847619047619,65.78213151927437
65.85179138321996,66.08399092970521
66.40907029478458,66.59482993197278
66.69931972789115,66.85024943310657
66.94312925170068,67.39591836734694
67.5352380952381,67.76743764172336
67.77904761904762,67.97641723356008
68.05768707482993,68.55691609977325
68.62657596371882,68.82394557823129
68.89360544217688,69.1025850340136
69.16063492063492,69.61342403628117
69.6366439909297,69.65986394557824
69.71791383219954,70.19392290249434
70.28680272108843,70.64671201814059
70.65832199546485,70.77442176870748
70.8324716553288,71.0530612244898
71.12272108843537,71.32009070294785
71.42458049886622,72.05151927437642
72.06312925170069,72.13278911564626
72.14439909297052,72.15600907029479
72.2140589569161,72.4346485260771
72.49269841269842,72.7481179138322
72.79455782312925,72.81777777777778
73.01514739229025,73.27056689342403
73.32861678004535,73.5027664399093
73.54920634920634,75.13977324263038
75.15138321995465,75.17460317460318
75.18621315192743,75.20943310657596
75.22104308390023,75.2326530612245
75.25587301587302,75.46485260770974
75.54612244897959,75.72027210884353
75.77832199546485,75.80154195011337
75.8247619047619,76.89287981859411
76.96253968253968,77.43854875283446
77.49659863945578,77.65913832199547
77.76362811791383,77.98421768707483
78.04226757369615,78.50666666666666
78.6227664399093,79.07555555555555
79.16843537414967,79.40063492063491
79.44707482993198,79.5980045351474
79.60961451247165,79.6560544217687
79.73732426303854,79.94630385487528
80.01596371882086,80.17850340136054
80.24816326530612,80.74739229024944
80.82866213151928,81.1653514739229
81.17696145124717,81.24662131519274
81.39755102040816,81.8271201814059
81.83873015873016,81.86195011337868
81.89678004535148,81.90839002267573
81.93160997732426,82.16380952380952
82.23346938775511,82.4192290249433
82.51210884353742,82.97650793650794
83.0809977324263,83.55700680272109
83.62666666666667,83.84725623582766
83.89369614512472,84.13750566893424
84.16072562358276,84.38131519274377
84.42775510204082,84.61351473922902
84.69478458049886,85.17079365079366
85.18240362811791,85.19401360544218
85.20562358276644,85.2172335600907
85.26367346938775,85.76290249433107
85.83256235827665,86.08798185941043
86.11120181405896,86.33179138321995
86.38984126984127,86.63365079365079
86.68009070294785,86.87746031746032
86.92390022675737,87.38829931972789
87.49278911564626,87.98040816326531
88.06167800453515,88.30548752834467
88.34031746031746,88.53768707482993
88.5492970521542,88.80471655328799
88.85115646258504,89.07174603174603
89.15301587301587,89.62902494331065
89.7102947845805,90.22113378684807
90.29079365079365,90.53460317460318
90.56943310657596,90.76680272108844
90.82485260770974,91.057052154195
91.11510204081632,91.32408163265306
91.37052154195011,91.8465306122449
91.95102040816326,92.42702947845805
92.51990929705215,92.72888888888889
92.77532879818594,92.96108843537415
93.042358276644,93.25133786848073
93.30938775510204,93.50675736961452
93.58802721088435,94.06403628117914
94.14530612244899,94.63292517006802
94.72580498866213,94.9231746031746
94.99283446712018,95.19020408163266
95.25986394557823,95.51528344671202
95.55011337868481,95.75909297052154
95.8055328798186,96.31637188208617
