onset dev,offset dev
0.00999999999999801,0.0
0.0,-0.004999999999999005
-0.004999999999999005,-0.019999999999999574
-0.00999999999999801,-0.015000000000000568
0.0,0.0
0.0,0.019999999999999574
0.004999999999999005,0.014999999999997016
-0.004999999999999005,-0.02500000000000213
0.0,0.02499999999999858
0.010000000000001563,0.005000000000002558
0.005000000000002558,0.004999999999999005
0.004999999999999005,0.010000000000001563
0.010000000000001563,-0.004999999999999005
-0.004999999999999005,-0.015000000000000568
-0.010000000000001563,-0.02499999999999858
0.0,-0.02499999999999858
-0.00999999999999801,-0.02999999999999403
0.00999999999999801,0.015000000000000568
-0.00999999999999801,-0.035000000000003695
-0.00999999999999801,-0.010000000000005116
-0.010000000000005116,-0.005000000000002558
-0.005000000000002558,0.010000000000005116
0.010000000000005116,0.00999999999999801
0.00999999999999801,0.00999999999999801
0.00999999999999801,0.00999999999999801
0.00999999999999801,0.020000000000003126
-0.00999999999999801,0.0
0.0,-0.00999999999999801
-0.00999999999999801,0.005000000000002558
0.005000000000002558,-0.015000000000000568
0.0,0.005000000000002558
0.005000000000002558,0.014999999999993463
-0.005000000000002558,-0.015000000000000568
-0.005000000000002558,-0.03999999999999915
-0.00999999999999801,-0.015000000000000568
-0.00999999999999801,-0.02499999999999858
-0.0049999999999954525,-0.010000000000005116
-0.010000000000005116,-0.01999999999999602
-0.009999999999990905,-0.01999999999999602
0.0,-0.0049999999999954525
-0.0049999999999954525,-0.015000000000000568
-0.010000000000005116,0.005000000000009663
0.005000000000009663,-0.009999999999990905
-0.009999999999990905,0.0049999999999954525
0.0049999999999954525,0.33499999999999375
0.0,0.0
0.0,-0.0049999999999954525
-0.0049999999999954525,0.0350000000000108
-0.005000000000009663,-0.355000000000004
-0.009999999999990905,0.030000000000001137
